message_id,group_id,username,message,status,reason,summary,media_url,group_rules,timestamp,initial_status,initial_reason,detected_language,language_confidence,translated_message,appeal_status,appeal_text,appeal_ai_status,appeal_ai_reason,appeal_submitted_at,appeal_reviewed_by,appeal_reviewed_at,appeal_admin_note
b1d46736-ac29-49f9-b369-04dac9a3241d,994055,sohamjadhav95,[IMAGE],PASS,,"The image is a flowchart illustrating the processes of ""Trying out a LLM"" and ""Enhancing the LLM."" It details sequential steps for each process, including initializing environments, downloading/training models, and data preparation/validation, with decision points and feedback loops indicated by arrows and a diamond shape labeled ""Model accurate?"". The overall tone is technical and instructional, outlining a workflow for working with and improving Large Language Models.",/media/image/03d82ad7-7dbb-4265-9c04-ecf4927f4132.png,,2026-02-21 20:48:12,,,,,,,,,,,,,
0891f4d4-913b-49d5-b57a-a475bde890f0,273A57,sohamjadhav95,[IMAGE],PASS,,"Here's a description of the image, aiming for conciseness and objectivity:

The image displays a patterned, abstract background with repeating symbols resembling stylized script. Visible text reads ""AI Assistant"" at the top and ""Generating…"" at the bottom, suggesting a process is underway. The overall tone is neutral and technical, indicative of a digital interface or loading screen.",/media/image/3332851a-8611-49f2-bc3b-a4447569b725.png,,2026-02-21 20:48:26,,,,,,,,,,,,,
2289a679-a802-450e-82e1-6c156de2bd65,53CA26,testuser3,[AUDIO],PASS,,so this is day one of understanding how alarms work let's go with tokenization tokenization is a process that makes LLM understand natural languages like English easily by chopping it into pieces so if you think carefully we humans also understand English in this way imagine you are watching a movie and suddenly you saw a new word in the subtitles which you don't know the meaning we humans figure out the meaning of the new word Intruder through the context and the meaning of the surrounding words however LLM don't understand words like we do the relay on statistical patterns from the training data and using this data the sentence will be converted to a bunch of tokens that mind you series of procedures for words in a sentence it already has in general during the training phase the elements build a vocabulary of common words some words and symbols GPT force vocabulary has more than 100000 minutes which includes space and punctuations so this is the full sentence will be divided into three since we don't count separately so that's how it works also usually considered the maximum limit by taking both your given input and The generated output into consideration and the response is 600 seconds but the model limit is 4000 so this is what next time remember this every space and symbols count when you are communicating with LLM see you next time with a new video in this series let's explore and understand a together subscribe for more interesting Tech videos like this,/media/audio/49846620-bb7d-4c14-9c1b-62a91cce3a5a.mp3,,2026-02-21 22:46:06,,,,,,,,,,,,,
5a158172-f010-4f5f-b63e-eb6dcbb18fc5,994055,sohamjadhav95,[AUDIO],FLAGGED,"advertisement (promotes a tech video series and encourages subscription, which is not allowed).",so this is day one of understanding how alarms work let's go with tokenization tokenization is a process that makes LLM understand natural languages like English easily by chopping it into pieces so if you think carefully we humans also understand English in this way imagine you are watching a movie and suddenly you saw a new word in the subtitles which you don't know the meaning we humans figure out the meaning of the new word Intruder through the context and the meaning of the surrounding words however LLM don't understand words like we do the relay on statistical patterns from the training data and using this data the sentence will be converted to a bunch of tokens that mind you series of procedures for words in a sentence it already has in general during the training phase the elements build a vocabulary of common words some words and symbols GPT force vocabulary has more than 100000 minutes which includes space and punctuations so this is the full sentence will be divided into three since we don't count separately so that's how it works also usually considered the maximum limit by taking both your given input and The generated output into consideration and the response is 600 seconds but the model limit is 4000 so this is what next time remember this every space and symbols count when you are communicating with LLM see you next time with a new video in this series let's explore and understand a together subscribe for more interesting Tech videos like this,/media/audio/0fc11de6-4f37-4521-b2ea-799d8403c356.mp3,,2026-02-21 22:49:18,,,,,,,,,,,,,
d6b5f9ad-27ca-4d28-a711-cd5c9508122e,994055,sohamjadhav95,[AUDIO],FLAGGED,"<advertisement: message includes promotional content encouraging subscription to a video series, which is considered spam/advertising>.",so this is day one of understanding how alarms work let's go with tokenization tokenization is a process that makes LLM understand natural languages like English easily by chopping it into pieces so if you think carefully we humans also understand English in this way imagine you are watching a movie and suddenly you saw a new word in the subtitles which you don't know the meaning we humans figure out the meaning of the new word Intruder through the context and the meaning of the surrounding words however LLM don't understand words like we do the relay on statistical patterns from the training data and using this data the sentence will be converted to a bunch of tokens that mind you series of procedures for words in a sentence it already has in general during the training phase the elements build a vocabulary of common words some words and symbols GPT force vocabulary has more than 100000 minutes which includes space and punctuations so this is the full sentence will be divided into three since we don't count separately so that's how it works also usually considered the maximum limit by taking both your given input and The generated output into consideration and the response is 600 seconds but the model limit is 4000 so this is what next time remember this every space and symbols count when you are communicating with LLM see you next time with a new video in this series let's explore and understand a together subscribe for more interesting Tech videos like this,/media/audio/29b652bb-ed50-4feb-9e01-2f76ddd64b86.mp3,,2026-02-21 22:50:38,,,,,,,,,,,,,
50acf324-acbd-444c-b840-0306917ebed3,273A57,sohamjadhav95,[AUDIO],FLAGGED,Audio could not be transcribed. Upload blocked for safety.,,/media/audio/9ce6537a-ae63-4b32-9f7b-9b4b3545f1f0.mp3,,2026-02-21 22:52:43,,,,,,,,,,,,,
f7cbefed-7e5d-46a4-b9f1-ec62538266e5,273A57,sohamjadhav95,[AUDIO],FLAGGED,Audio could not be transcribed. Upload blocked for safety.,,/media/audio/c09a2816-fac3-468e-ab7b-8980b0bf6450.mp3,,2026-02-21 22:52:52,,,,,,,,,,,,,
f9725745-b344-4b0b-a466-2baac5e67319,994055,sohamjadhav95,[AUDIO],FLAGGED,Audio could not be transcribed. Upload blocked for safety.,,/media/audio/be07f825-1e56-483b-9275-3aa902a27ad7.mp3,,2026-02-21 22:52:57,,,,,,,,,,,,,
487794af-8c43-48e4-9780-3ed7aebe63e3,994055,sohamjadhav95,[AUDIO],FLAGGED,Audio could not be transcribed. Upload blocked for safety.,,/media/audio/eca9122b-8e84-40e6-8b72-dea040cb9066.mp3,,2026-02-21 22:53:14,,,,,,,,,,,,,
29a39c01-933b-434e-9ea5-4d2be7616f2b,994055,sohamjadhav95,[AUDIO],PASS,,"The speaker gives an introductory, friendly tutorial on how tokenization enables large language models to process natural language, explaining that text is broken into tokens based on a vocabulary of over 100,000 items, that spaces and punctuation count as tokens, and noting the model’s 4,000‑token limit (including",/media/audio/6358dfeb-b5ba-4d12-8dcd-53d88649cd94.mp3,,2026-02-21 22:58:41,,,,,,,,,,,,,
119659bb-97ac-4503-a21d-509848bdc1d2,DEC52D,123456,Hello,FLAGGED,"Moderation error: Error code: 401 - {'error': {'message': 'Invalid API Key', 'type': 'invalid_request_error', 'code': 'invalid_api_key'}}",,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:12:06,,,,,,,,,,,,,
43f61461-a552-4ee8-a08d-33c9280ec51c,DEC52D,123456,Hello,FLAGGED,No movie-related discussion or message.,,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:13:15,,,,,,,,,,,,,
ee840ea3-e35c-48ff-946d-afc83a5266ed,DEC52D,123456,today dhurandar is releasing,PASS,,,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:13:27,,,,,,,,,,,,,
24e28ec8-762f-4225-a26e-ae2cac030177,DEC52D,123456,[IMAGE],PASS,,"The image shows a man standing in the middle of a street with a group of people behind him, with the text ""DHURANDHAR FIRST LOOK"" superimposed on it. The man appears to be a central figure, with long dark hair and a cigarette in his mouth while holding a gun. A second man walks behind him, also holding a gun.",/media/image/07d619f5-13cb-43f4-9f74-1877c5209c24.jpeg,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:14:24,,,,,,,,,,,,,
3eb4d06e-1931-4a40-9c7e-23cbe3d7c98a,DEC52D,123456,[IMAGE],FLAGGED,Off-Topic: The message discusses information about a specific university's programs and department.,"The image shows a screenshot of a webpage from COEP Technological University's Department of Computer Science and Engineering. The page lists the programs offered, including B. Tech, M. Tech, Ph. D., and P.G.D. programs in various specializations, with details on the program type, course name, start year, and sanctioned intake.",/media/image/82fd175b-0ab2-497e-94eb-e89fe183ca46.png,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:15:20,,,,,,,,,,,,,
ad793d5c-f499-4bda-b2c6-bcd3e21a3cff,DEC52D,123456,what's the ticket price on friday,PASS,,,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:15:44,,,,,,,,,,,,,
047fe404-c161-4713-acfa-652bafe385b2,DEC52D,123456,Go to sleep,FLAGGED,off-topic.,,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:15:57,,,,,,,,,,,,,
69306c64-2fce-465b-b8d2-e14a648a1212,DEC52D,123456,I missd the class today,FLAGGED,Non-Movie related message.,,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:16:05,,,,,,,,,,,,,
4ca9f01d-1443-441c-83c6-0b4b2ef65aed,DEC52D,123456,Is directory died recently,FLAGGED,Off-topic. The message is not related to movies.,,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:16:35,,,,,,,,,,,,,
a94aaaad-a643-416c-bdda-675d8e125415,DEC52D,123456,who is director,PASS,,,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:16:42,,,,,,,,,,,,,
f671a74d-049e-48ae-9d64-05fb9fd786fd,DEC52D,123456,Is he died,FLAGGED,"Personal and speculative questions. The movie 'Dhurandhar' has just been released, and the person in the image shared by 123456 could be the star or a character, and the question about the director is a legitimate one in this movie context. However, the message about whether he is 'died' is unclear and may be unrelated to the movie or is a personal question about the celebrity's status (dead or alive), therefore, not following the 'movies-related discussion only' rule.",,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:16:48,,,,,,,,,,,,,
b233e970-319c-480c-882d-818620fba306,DEC52D,123456,come to my house theater is nearby we will go there,FLAGGED,"Off-topic: The message mentions a personal house theater, which is not related to the movie discussion.",,,Be respectful. Only Movies related discussion and messages are allowed.,2026-04-02 15:17:29,,,,,,,,,,,,,
8d22cd52-0a3b-43b2-af9a-9a636c46f979,DEC52D,123456,come to my house theater is nearby we will go there,FLAGGED,Non-Movie related discussion (house theater),,,"Be respectful. Only Movies related discussion and messages are allowed.
watching movies cinemas related discussion is also allowed.",2026-04-02 15:18:35,,,,,,,,,,,,,
e646c3bc-3787-4e3f-9d5b-002be3ccb217,DEC52D,123456,come to my house theater is nearby we will go there,FLAGGED,"off-topic. The NEW message is discussing a home theater, which is not related to movie discussions or cinema viewing experiences.",,,"Be respectful. Only Movies related discussion and messages are allowed.
watching movies cinemas related discussion is also allowed.",2026-04-02 15:18:56,,,,,,,,,,,,,
8498f44f-f1db-4853-bb7e-8a9ebc6d4319,DEC52D,123456,come to my house theater is nearby we will go there to watch,FLAGGED,non-movie related message.,,,"Be respectful. Only Movies related discussion and messages are allowed.
watching movies cinemas related discussion is also allowed.",2026-04-02 15:19:03,,,,,,,,,,,,,
379095c6-8364-41cf-9cb6-b26c74270b6b,DEC52D,123456,which series avialable on netflix this week,FLAGGED,Non-Movie related discussion,,,"Be respectful. Only Movies related discussion and messages are allowed.
watching movies cinemas related discussion is also allowed.",2026-04-02 15:19:24,,,,,,,,,,,,,
8b9feb9a-4454-4670-8d03-723ce3ee54d8,DEC52D,123456,come to my house theater is nearby we will go there,FLAGGED,"unrelated_to_topic The NEW message is not related to the movie ""Dhurandhar"" and does not discuss any movie or series related topic. It attempts to invite others for a personal activity which is not related to movie or series viewing.",,,"Be respectful. Only Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 15:19:53,,,,,,,,,,,,,
b6107768-bb28-46fc-b0c0-703dd1056054,DEC52D,123456,which series avialable on netflix this week,FLAGGED,"irrelevant - The new message asks about series available on Netflix this week, which is not directly related to the context of the conversation that revolves around Dhurandhar movie.",,,"Be respectful. Only Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 15:20:07,,,,,,,,,,,,,
3cf24861-7ec9-4eee-937a-2d8ad194c9d3,DEC52D,123456,which series available on netflix this week,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 15:20:44,,,,,,,,,,,,,
da7afed6-b960-4692-83eb-f300472ff1da,DEC52D,123456,come to my house theater is nearby we will go there,FLAGGED,"Personal invitation to private location, not in line with a group chat movie discussion.",,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 15:20:51,,,,,,,,,,,,,
74adf2ff-b126-497c-a338-890a9cde3abe,DEC52D,123456,come to my house theater is nearby we will go there to watch,FLAGGED,Personal contact information exchange is not allowed in this chat.,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 15:20:59,,,,,,,,,,,,,
898bf80c-1e77-4de1-8952-cfac54b116ab,DEC52D,123456,come to my house theater is nearby we will go there to watch move this night,FLAGGED,". 
 Reason: The message is not related to General Movies/series discussion, nor does it contain related information from movies/series. It appears to be a personal invitation or suggestion which is not within the context.",,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 15:21:09,,,,,,,,,,,,,
8651bcda-5132-47c6-b126-52eb28d33641,DEC52D,12345678,Watch the boys season 5 Instead,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 18:25:27,,,,,,,,,,,,,
d26cc432-1874-4da4-ab15-f8f203048b36,DEC52D,12345678,Go to hell,FLAGGED,disrespectful languageFLAGGED disrespectful language,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 18:25:34,,,,,,,,,,,,,
076cfa5c-14d4-43af-8cf0-d4e7bd03899c,DEC52D,12345678,[IMAGE],PASS,,"The image appears to be a promotional poster for an Amazon Prime show. Two men are prominently featured on the right side of the image, while the title ""THE BOYS"" is displayed in bold red letters on the left side, accompanied by additional text and the Amazon Prime logo.",/media/image/31bdb018-56a7-4519-9172-f32bedac17e2.jpeg,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-02 18:26:49,,,,,,,,,,,,,
1d35468a-6fef-4d18-ab6d-df23ef4806f6,DEC52D,123456,Hello guys,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 11:01:47,PASS,,,,,,,,,,,,
87300f84-07ce-45e6-828f-f53f95ddf923,DEC52D,123456,go to hell,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 11:01:52,PASS,,,,,,,,,,,,
0c669608-801f-47d1-b749-2401aa8d0bc3,DEC52D,123456,Go to hell,FLAGGED,Disrespectful language (insult),,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 11:04:31,FLAGGED,Disrespectful language (insult),en,0.86,Go to hell,,,,,,,,
35ddb023-fdc4-439e-8127-03331c00603f,DEC52D,123456,How are you,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 12:27:29,PASS,,en,0.86,How are you,,,,,,,,
22e37e0a-309d-493c-a966-a5ada6507b4b,DEC52D,123456,Go to hell again,FLAGGED,Go to hell is disrespectful and violates the rule to be respectful.,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 12:27:54,FLAGGED,Go to hell is disrespectful and violates the rule to be respectful.,en,0.71,Go to hell again,,,,,,,,
8255ad5c-912c-45b5-9816-3791908ac788,DEC52D,12345678,what are you talking about,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 12:55:20,PASS,,en,0.86,what are you talking about,,,,,,,,
99cd9863-d2c2-4dd1-ade7-315f45e33fd1,DEC52D,12345678,Go home and dont come back,FLAGGED,Go home and dont come back,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 12:56:33,FLAGGED,Go home and dont come back,en,0.86,Go home and dont come back,,,,,,,,
e8a9611c-6a88-4403-8a04-24bd4a310a08,DEC52D,123456,I'll remove you,FLAGGED,I will not tolerate threats or abusive language.,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 13:11:31,FLAGGED,I will not tolerate threats or abusive language.,en,0.57,I'll remove you,,,,,,,,
e7e90cc5-c734-4768-af5b-278047b5d81a,DEC52D,123456,Guys lets talk about movies again,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 13:13:06,PASS,,en,0.57,Guys lets talk about movies again,,,,,,,,
3afbb8cf-a8e4-46e4-88e8-baaf82f99046,DEC52D,12345678,which movie you have in mind,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 18:53:14,PASS,,en,1.0,which movie you have in mind,,,,,,,,
3fad6ee6-7622-479d-81b5-e89a2cda2461,DEC52D,12345678,I have a suggestion,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 18:53:31,PASS,,en,0.57,I have a suggestion,,,,,,,,
dc27394e-8c4d-4f5d-824c-dea303c819b0,DEC52D,12345678,[IMAGE],FLAGGED,Image could not be analyzed. Upload blocked for safety.,,/media/image/8ec23fd2-2a8a-41ac-babc-ebc2cb310ed2.jpeg,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 18:54:33,FLAGGED,Image could not be analyzed. Upload blocked for safety.,,,,,,,,,,,
28d17a3c-3cd3-4d5d-aa7b-989f8f579204,DEC52D,12345678,[IMAGE],FLAGGED,Image could not be analyzed. Upload blocked for safety.,,/media/image/db5f4d90-07ac-4f86-bacb-2a945db227d0.jpeg,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 18:54:49,FLAGGED,Image could not be analyzed. Upload blocked for safety.,,,,,,,,,,,
498eda30-42ec-4534-b21a-8a3cbaeb378e,DEC52D,12345678,Wait I'll send a poster,PASS,,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 18:56:35,PASS,,en,0.71,Wait I'll send a poster,,,,,,,,
7a85f6a5-2e63-46f1-b774-bdf9bf0761b5,DEC52D,12345678,you are dumb,FLAGGED,you are dumb,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 18:57:21,FLAGGED,you are dumb,fr,1.0,you are dumb,,,,,,,,
5d8e056e-45f8-4fc7-959b-fe097883676b,DEC52D,123456,I dont care who you are,FLAGGED,You are not being respectful.,,,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 18:59:28,FLAGGED,You are not being respectful.,en,1.0,I dont care who you are,,,,,,,,
01e9fd50-d1bc-45ac-909e-67ff31951d1b,DEC52D,123456,[IMAGE],FLAGGED,Image could not be analyzed. Upload blocked for safety.,,/media/image/d989d24d-f04f-468b-b603-a27f38f4fe88.jpeg,"Be respectful. General Movies and series related discussion and messages are allowed.
watching movies cinemas web series related discussion is also allowed.",2026-04-04 19:00:50,FLAGGED,Image could not be analyzed. Upload blocked for safety.,,,,,,,,,,,
